file_name,geoffrey_hinton,vapnik,bernard_scholkopf,thomas_l_griffiths,yann_lecun,xiaojin_zhu,yee_whye_teh,radford_neal,david_blei,alex_smola,michael_jordan,zoubin_ghahramani,daphne_koller,lawrence_saul,trevor_hastie,thorsten_joachims,yoshua_bengio,andrew_y_ng,tom_mitchell,robert_tibshirani
alex_smola_1.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_10.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_12.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_13.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_14.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_16.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_17.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_18.txt,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_2_2.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_2_3.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_2_5.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_2_9.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_2.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_20.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_21.txt,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_3_2.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_3.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_5.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_7.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_9.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
andrew_y_ng_1.txt,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
andrew_y_ng_11.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
andrew_y_ng_12.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
andrew_y_ng_13.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
andrew_y_ng_14.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
andrew_y_ng_17.txt,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
andrew_y_ng_18.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
andrew_y_ng_19.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
andrew_y_ng_2_10.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
