file_name,alex_smola,andrew_y_ng,bernard_scholkopf,daphne_koller,david_blei,geoffrey_hinton,lawrence_saul,michael_jordan,radford_neal,robert_tibshirani,thomas_l_griffiths,thorsten_joachims,tom_mitchell,trevor_hastie,vapnik,xiaojin_zhu,yann_lecun,yee_whye_teh,yoshua_bengio,zoubin_ghahramani
alex_smola_1.txt,1,0,1,0,0
alex_smola_10.txt,1,0,1,0,0
alex_smola_12.txt,1,0,1,0,0
alex_smola_13.txt,1,0,0,0,0
alex_smola_14.txt,1,0,0,0,0
alex_smola_16.txt,1,0,1,0,0
alex_smola_17.txt,1,0,0,0,0
alex_smola_18.txt,1,0,0,0,0
alex_smola_2_2.txt,1,0,0,0,0
alex_smola_2_3.txt,1,0,0,0,0
alex_smola_2_5.txt,1,0,0,0,0
alex_smola_2_9.txt,1,0,0,0,0
alex_smola_2.txt,1,0,1,0,0
alex_smola_20.txt,1,0,0,0,0
alex_smola_21.txt,1,0,0,0,0
alex_smola_3_2.txt,1,0,0,0,0
alex_smola_3.txt,1,0,1,0,0
alex_smola_5.txt,1,0,0,0,0
alex_smola_7.txt,1,0,1,0,0
alex_smola_9.txt,1,0,0,0,0
andrew_y_ng_1.txt,0,1,0,0,1
andrew_y_ng_11.txt,0,1,0,0,0
andrew_y_ng_12.txt,0,1,0,0,0
andrew_y_ng_13.txt,0,1,0,0,0
andrew_y_ng_14.txt,0,1,0,0,0
andrew_y_ng_17.txt,0,1,0,1,0
andrew_y_ng_18.txt,0,1,0,0,0
andrew_y_ng_19.txt,0,1,0,0,0
andrew_y_ng_2_10.txt,0,1,0,0,0
andrew_y_ng_2_2.txt,0,1,0,0,0
andrew_y_ng_2_3.txt,0,1,0,0,0
andrew_y_ng_2_4.txt,0,1,0,0,0
andrew_y_ng_2_5.txt,0,1,0,0,0
andrew_y_ng_2_6.txt,0,1,0,0,0
andrew_y_ng_2_7.txt,0,1,0,0,0
andrew_y_ng_2.txt,0,1,0,0,0
andrew_y_ng_20.txt,0,1,0,0,0
andrew_y_ng_3.txt,0,1,0,0,0
andrew_y_ng_6.txt,0,1,0,0,0
andrew_y_ng_8.txt,0,1,0,0,0
bernard_scholkopf_1.txt,1,0,1,0,0
bernard_scholkopf_11.txt,1,0,1,0,0
bernard_scholkopf_12.txt,0,0,1,0,0
bernard_scholkopf_14.txt,1,0,1,0,0
bernard_scholkopf_15.txt,0,0,1,0,0
bernard_scholkopf_16.txt,0,0,1,0,0
bernard_scholkopf_17.txt,0,0,1,0,0
bernard_scholkopf_19.txt,1,0,1,0,0
bernard_scholkopf_2_1.txt,0,0,1,0,0
bernard_scholkopf_2_4.txt,0,0,1,0,0
bernard_scholkopf_2_6.txt,1,0,1,0,0
bernard_scholkopf_2_8.txt,0,0,1,0,0
bernard_scholkopf_2.txt,0,0,1,0,0
bernard_scholkopf_20.txt,1,0,1,0,0
bernard_scholkopf_21.txt,1,0,1,0,0
bernard_scholkopf_3_1.txt,0,0,1,0,0
bernard_scholkopf_3.txt,1,0,1,0,0
bernard_scholkopf_4.txt,1,0,1,0,0
bernard_scholkopf_5.txt,0,0,1,0,0
bernard_scholkopf_8.txt,1,0,1,0,0
daphne_koller_1.txt,0,0,0,1,0
daphne_koller_10.txt,0,0,0,1,0
daphne_koller_11.txt,0,0,0,1,0
daphne_koller_16.txt,0,0,0,1,0
daphne_koller_18.txt,0,0,0,1,0
daphne_koller_19.txt,0,0,0,1,0
daphne_koller_2_10.txt,0,0,0,1,0
daphne_koller_2_2.txt,0,0,0,1,0
daphne_koller_2_6.txt,0,0,0,1,0
daphne_koller_2_7.txt,0,0,0,1,0
daphne_koller_2_8.txt,0,0,0,1,0
daphne_koller_2.txt,0,0,0,1,0
daphne_koller_20.txt,0,0,0,1,0
daphne_koller_3_4.txt,0,0,0,1,0
daphne_koller_3_5.txt,0,0,0,1,0
daphne_koller_3_6.txt,0,0,0,1,0
daphne_koller_4.txt,0,0,0,1,0
daphne_koller_6.txt,0,0,0,1,0
daphne_koller_7.txt,0,0,0,1,0
daphne_koller_9.txt,0,1,0,1,0
david_blei_1.txt,0,1,0,0,1
david_blei_14.txt,0,0,0,0,1
david_blei_15.txt,0,0,0,0,1
david_blei_16.txt,0,0,0,0,1
david_blei_18.txt,0,0,0,0,1
david_blei_19.txt,0,0,0,0,1
david_blei_2_10.txt,0,0,0,0,1
david_blei_2_2.txt,0,0,0,0,1
david_blei_2_6.txt,0,0,0,0,1
david_blei_2_7.txt,0,0,0,0,1
david_blei_2_9.txt,0,0,0,0,1
david_blei_2.txt,0,0,0,0,1
david_blei_20.txt,0,0,0,0,1
david_blei_21.txt,0,0,0,0,1
david_blei_22.txt,0,0,0,0,1
david_blei_3_2.txt,0,0,0,0,1
david_blei_3.txt,0,0,0,0,1
david_blei_4.txt,0,0,0,0,1
david_blei_5.txt,0,0,0,0,1
david_blei_9.txt,0,0,0,0,1
