file_name,alex_smola,andrew_y_ng,bernard_scholkopf,daphne_koller,david_blei,geoffrey_hinton,lawrence_saul,michael_jordan,radford_neal,robert_tibshirani,thomas_l_griffiths,thorsten_joachims,tom_mitchell,trevor_hastie,vapnik,xiaojin_zhu,yann_lecun,yee_whye_teh,yoshua_bengio,zoubin_ghahramani
alex_smola_1.txt,1,0
alex_smola_10.txt,1,0
alex_smola_12.txt,1,0
alex_smola_13.txt,1,0
alex_smola_14.txt,1,0
alex_smola_16.txt,1,0
alex_smola_17.txt,1,0
alex_smola_18.txt,1,0
alex_smola_2_2.txt,1,0
alex_smola_2_3.txt,1,0
alex_smola_2_5.txt,1,0
alex_smola_2_9.txt,1,0
alex_smola_2.txt,1,0
alex_smola_20.txt,1,0
alex_smola_21.txt,1,0
alex_smola_3_2.txt,1,0
alex_smola_3.txt,1,0
alex_smola_5.txt,1,0
alex_smola_7.txt,1,0
alex_smola_9.txt,1,0
andrew_y_ng_1.txt,0,1
andrew_y_ng_11.txt,0,1
andrew_y_ng_12.txt,0,1
andrew_y_ng_13.txt,0,1
andrew_y_ng_14.txt,0,1
andrew_y_ng_17.txt,0,1
andrew_y_ng_18.txt,0,1
andrew_y_ng_19.txt,0,1
andrew_y_ng_2_10.txt,0,1
andrew_y_ng_2_2.txt,0,1
andrew_y_ng_2_3.txt,0,1
andrew_y_ng_2_4.txt,0,1
andrew_y_ng_2_5.txt,0,1
andrew_y_ng_2_6.txt,0,1
andrew_y_ng_2_7.txt,0,1
andrew_y_ng_2.txt,0,1
andrew_y_ng_20.txt,0,1
andrew_y_ng_3.txt,0,1
andrew_y_ng_6.txt,0,1
andrew_y_ng_8.txt,0,1
