file_name,geoffrey_hinton,vapnik,bernard_scholkopf,thomas_l_griffiths,yann_lecun,xiaojin_zhu,yee_whye_teh,radford_neal,david_blei,alex_smola,michael_jordan,zoubin_ghahramani,daphne_koller,lawrence_saul,trevor_hastie,thorsten_joachims,yoshua_bengio,andrew_y_ng,tom_mitchell,robert_tibshirani
alex_smola_1.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_10.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_12.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_13.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
alex_smola_14.txt,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
andrew_y_ng_1.txt,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
andrew_y_ng_11.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
andrew_y_ng_12.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
andrew_y_ng_13.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
andrew_y_ng_14.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bernard_scholkopf_1.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bernard_scholkopf_11.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bernard_scholkopf_12.txt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bernard_scholkopf_14.txt,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bernard_scholkopf_15.txt,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daphne_koller_1.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
daphne_koller_10.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
daphne_koller_11.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
daphne_koller_16.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
daphne_koller_18.txt,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
david_blei_1.txt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
david_blei_14.txt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
david_blei_15.txt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
david_blei_16.txt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
david_blei_18.txt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
geoffrey_hinton_10.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
geoffrey_hinton_11.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geoffrey_hinton_12.txt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
